time_published,description,hashtags,video_url,username,nickname,music_title,music_link,likes,comments,shares,crawl_date
19-07-2025,Bà vợ thua Pol Pot mỗi cái quốc tịch 😂,"['#giadinh', '#hanhphuc', '#vuive', '#haihuoc', '#cuocsong', '#plxhvn', '#phapluatxahoi']",https://www.tiktok.com/@plxhvn2/video/7528429064336493879,plxhvn2,Tin Nóng Hàng Ngày,nhạc nền  - Tin Nóng Hàng Ngày,/music/nhạc-nền-Tin-Nóng-Hàng-Ngày-7528429296617704205,225800.0,3457.0,55100.0,2025-07-22
21-07-2025,Đám ngày mưa bão 🥹,[],https://www.tiktok.com/@tramtruong175/video/7529020195206188306,tramtruong175,Trâm Trương,"Duyên Do Trời, Phận Tại Ta - The Masked Singer",/music/Duyên-Do-Trời-Phận-Tại-Ta-7299646998985361410,305500.0,14600.0,143700.0,2025-07-22
19-07-2025,Unbox em búp bê,"['#QuanNguyenPuLe', '#QuanNguyenPuLeAcademy', '#hocvienQuanNguyenPuLe', '#thanhthuy', '#missinternational']",https://www.tiktok.com/@quannguyenpuleofficial/video/7528613552211512593,quannguyenpuleofficial,Quân Nguyễn - Pu Lê Official,nhạc nền  - Quân Nguyễn - Pu Lê Official,/music/nhạc-nền-Quân-Nguyễn-Pu-Lê-Official-7528613865907571472,620900.0,6338.0,17400.0,2025-07-22
16-07-2025,Tập cuối.,"['#letuankhang', '#Cellphones']",https://www.tiktok.com/@letuankhang2002/video/7527258883841101073,letuankhang2002,Lê Tuấn Khang,nhạc nền  - Lê Tuấn Khang,/music/nhạc-nền-Lê-Tuấn-Khang-7527259240907115281,3400000.0,46600.0,368800.0,2025-07-22
20-07-2025,19 tuổi xin ba mẹ căn nhà ở riêng,"['#ducduy_official', '#vlog']",https://www.tiktok.com/@ducduy_official/video/7528757591443377415,ducduy_official,ĐỨC DUY,nhạc nền  - ĐỨC DUY,/music/nhạc-nền-ĐỨC-DUY-7528757614118374145,498300.0,2337.0,16700.0,2025-07-22
18-07-2025,"Thanh niên tỉnh nhất trong đám, phát hiện Hồng tỷ là nam vội bỏ về","['#khaunghiep', '#dramin', '#hongty']",https://www.tiktok.com/@dramin.vn/video/7528012271671397639,dramin.vn,DRAMIN,nhạc nền  - DRAMIN,/music/nhạc-nền-DRAMIN-7528012308371606273,313000.0,4262.0,194500.0,2025-07-22
19-07-2025,Tàn canh gió lạnh 😭,[],https://www.tiktok.com/@cahebietnhayy/video/7528270506282274055,cahebietnhayy,Cá hề biết nhảy 🩵,nhạc nền - Vy kitty🤡 - Nguyễn Vy😔,/music/nhạc-nền-Vy-kitty🤡-7497872345080662785,353500.0,5909.0,36800.0,2025-07-22
19-07-2025,Là người dưng nhưng khi tận mắt chứng kiến cảnh này thì không thể không buồn được ạ! Chia buồn cùng gia đình! Tạm biệt Mẹ Voi🥹🥺,[],https://www.tiktok.com/@bng.bng1998/video/7528398426355043591,bng.bng1998,Bông Bông☘️,nhạc nền - Nguyễn T. Kiều - Kiều🐳,/music/nhạc-nền-Nguyễn-T-Kiều-7428972740508420880,225900.0,1284.0,4975.0,2025-07-22
16-07-2025,"Hướng Tới Môi Trường Xanh , Sạch ,Đẹp .","['#XeDien2025', '#NgungXeXang', '#TinNóngMỗiNgày', '#ThờiSự24h', '#ThờiSựHômNay', '#TinKhẩnCấp', '#CậpNhậtTinTức', '#ThếGiới24h', '#TinChínhTrị', '#TinAnNinh', '#TinQuốcTế', '#TinNóngChínhPhủ', '#TinTứcXãHội', '#PhânTíchThờiSự', '#ĐiểmNóngThếGiới', '#TinTứcMỗiGiờ', '#BreakingNewsVN', '#KhủngHoảngToànCầu', '#BìnhLuậnThờiCuộc', '#SựKiệnNổiBật', '#TinTứcMớiNhất', '#ThờiSựĐặcBiệt']",https://www.tiktok.com/@splivetinnong.com/video/7527190134572338439,splivetinnong.com,𝐒𝐏𝐋𝐈𝐕𝐄 𝐓𝐢𝐧 𝐍𝐨́𝐧𝐠,nhạc nền  - 𝐒𝐏𝐋𝐈𝐕𝐄 𝐓𝐢𝐧 𝐍𝐨́𝐧𝐠,/music/nhạc-nền-𝐒𝐏𝐋𝐈𝐕𝐄-𝐓𝐢𝐧-𝐍𝐨́𝐧𝐠-7527190184685767440,291300.0,47600.0,172700.0,2025-07-22
16-07-2025,Bài tập nín thở nằm dưới nước,"['#daccongvietnam', '#daccongnuoc5', '#daccongnuoc', '#qdndvn']",https://www.tiktok.com/@daccongnuoc93/video/7527222260214648082,daccongnuoc93,Bộ Đội Đặc Công🇻🇳,nhạc nền  - 🎧𝙏𝘼𝙐𝙍𝙐𝙎🎭,/music/nhạc-nền-🎧𝙏𝘼𝙐𝙍𝙐𝙎🎭-7351635095441459969,474200.0,12900.0,24400.0,2025-07-22
14-07-2025,Liệu có còn phép màu nào cho HN không ❗,"['#luonghainhu', '#xuhuongtiktok', '#hainhumattich', '#hainhu', '#vairal', '#fyp', '#xh']",https://www.tiktok.com/@phth29/video/7526976524918983944,phth29,Bò 🐄,nhạc nền  - Tiin.vn,/music/nhạc-nền-Tiinvn-7526830790916426512,225300.0,1570.0,9575.0,2025-07-22
20-07-2025,Có thể cười đến cuối đời 🤣🤣🤣,['#bão'],https://www.tiktok.com/@tu.anh.tr/video/7528721367395585298,tu.anh.tr,Tú Anh Tr,Trời hoá cơn mưa . voi Bản Đôn - Nguyễn Minh Đức,/music/Trời-hoá-cơn-mưa-voi-Bản-Đôn-7299165283527625473,616400.0,22300.0,471200.0,2025-07-22
17-07-2025,"Bà ơi bà, cộng đồng mạng có nhiều điều muốn nói với bà lắm đó…","['#fyp', '#xuhuong']",https://www.tiktok.com/@bmi.thuongw/video/7527885667859205394,bmi.thuongw,Thương Bánh Mì,nhạc nền - Sorry Music - Theanh28 Music,/music/nhạc-nền-Sorry-Music-7154006427173522202,213300.0,1642.0,12000.0,2025-07-22
18-07-2025,Lý do người dân luôn yêu quý bộ đội cụ Hồ là đây😍,"['#bodoicuho', '#bodoivietnam', '#quandoivietnam', '#dethuong', '#plxhvn', '#phapluatxahoi']",https://www.tiktok.com/@plxhvn2/video/7528123764098223415,plxhvn2,Tin Nóng Hàng Ngày,nhạc nền  - Tin Nóng Hàng Ngày,/music/nhạc-nền-Tin-Nóng-Hàng-Ngày-7528123777704577805,111400.0,1414.0,1356.0,2025-07-22
17-07-2025,lại ét ò ét đây,[],https://www.tiktok.com/@that201025/video/7527612386073709832,that201025,T H Ấ T 🍂🔥,nhạc nền  - T H Ấ T 🍂🔥,/music/nhạc-nền-T-H-Ấ-T-🍂🔥-7527612403551456016,229700.0,8671.0,380300.0,2025-07-22
17-07-2025,VIDEO GHI LẠI CHIẾC XE CỦA NAM GIẢNG VIÊN 20 PHÚT TRƯỚC KHI GÂY TAI NẠN,"['#60giay', '#theanh28', '#theanh28news']",https://www.tiktok.com/@60giay.com/video/7527879809175784711,60giay.com,60giay.com,Take Your Ease Under The Stars - NS Records,/music/Take-Your-Ease-Under-The-Stars-7176165317066885122,157000.0,1545.0,11400.0,2025-07-22
16-07-2025,Trời sinh 1 cặp rồi 😂,"['#haihuoc', '#haha', '#plxhvn', '#phapluatxahoi']",https://www.tiktok.com/@plxhvn2/video/7527389401337449741,plxhvn2,Tin Nóng Hàng Ngày,nhạc nền  - Tin Nóng Hàng Ngày,/music/nhạc-nền-Tin-Nóng-Hàng-Ngày-7527389555268913975,59900.0,832.0,35400.0,2025-07-22
19-07-2025,✨Thời đại mới,['#Sline'],https://www.tiktok.com/@hina_14299/video/7528287066803735816,hina_14299,✨Hina Quỳnh Như✨,nhạc nền  - ✨Hina Quỳnh Như✨,/music/nhạc-nền-✨Hina-Quỳnh-Như✨-7528287095698230033,239900.0,2906.0,61400.0,2025-07-22
18-07-2025,Chi nô bai bai & chi nô pái pái,"['#hoangdinhan', '#linhkit', '#gđsaurieng', '#gdkhe']",https://www.tiktok.com/@hoangdinhanlinhkit/video/7527970355730779399,hoangdinhanlinhkit,Hoàng & Linh Có Sao Nói Vậy,nhạc nền  - Hoàng & Linh Có Sao Nói Vậy,/music/nhạc-nền-Hoàng-Linh-Có-Sao-Nói-Vậy-7527970376060603137,159600.0,357.0,2717.0,2025-07-22
19-07-2025,Chớt vì gái là một cái chớt tê tái,[],https://www.tiktok.com/@maitrithuc2020/video/7528384799535320327,maitrithuc2020,Mai Trí Thức,original sound  - An Coong Piano,/music/original-sound-An-Coong-Piano-7014379738911361818,553900.0,8611.0,397900.0,2025-07-22
